,round,scenario,algorithm,metric,at,value
0,5,100000,CART,map,9,0.7351120252608427
0,5,100000,CART,map,11,0.7299137040970249
0,5,100000,CART,map,13,0.7268135139853489
0,5,100000,CART,map,15,0.7250302302125488
0,5,100000,CART,mrr,1,0.7623016940037645
0,5,100000,CART,mrr,3,0.8611185802635117
0,5,100000,CART,mrr,5,0.8659989244420543
0,5,100000,CART,mrr,7,0.8663894544104279
0,5,100000,CART,mrr,9,0.8663894544104279
0,5,100000,CART,mrr,11,0.8663894544104279
0,5,100000,CART,mrr,13,0.8663894544104279
0,5,100000,CART,mrr,15,0.8663894544104279
0,5,100000,RF,map,1,0.7722506050013445
0,5,100000,RF,map,3,0.7688297332018762
0,5,100000,RF,map,5,0.7631046278868273
0,5,100000,RF,map,7,0.7568206531514639
0,5,100000,RF,map,9,0.7506319651963242
0,5,100000,RF,map,11,0.7452445164321327
0,5,100000,RF,map,13,0.7413253703141899
0,5,100000,RF,map,15,0.7389136452716102
0,5,100000,RF,mrr,1,0.7722506050013445
0,5,100000,RF,mrr,3,0.8700815631442144
0,5,100000,RF,mrr,5,0.8733620148785516
0,5,100000,RF,mrr,7,0.8736309043649728
0,5,100000,RF,mrr,9,0.8736309043649728
0,5,100000,RF,mrr,11,0.8736309043649728
0,5,100000,RF,mrr,13,0.8736309043649728
0,5,100000,RF,mrr,15,0.8736309043649728
0,5,100000,GNB,map,1,0.7707828894269573
0,5,100000,GNB,map,3,0.7702448210922788
0,5,100000,GNB,map,5,0.7636820315068903
0,5,100000,GNB,map,7,0.7570978198471568
0,5,100000,GNB,map,9,0.7517089753228088
0,5,100000,GNB,map,11,0.7478039726178207
0,5,100000,GNB,map,13,0.7454884358536111
0,5,100000,GNB,map,15,0.7441679764650168
0,5,100000,GNB,mrr,1,0.7707828894269573
0,5,100000,GNB,mrr,3,0.8699219800914716
0,5,100000,GNB,mrr,5,0.8727064837234328
0,5,100000,GNB,mrr,7,0.8728410008071026
0,5,100000,GNB,mrr,9,0.8728410008071026
0,5,100000,GNB,mrr,11,0.8728410008071026
0,5,100000,GNB,mrr,13,0.8728410008071026
0,5,100000,GNB,mrr,15,0.8728410008071026
0,5,100000,SVC,map,1,0.7797202797202797
0,5,100000,SVC,map,3,0.7736686390532544
0,5,100000,SVC,map,5,0.767291181041181
0,5,100000,SVC,map,7,0.7615227095858964
0,5,100000,SVC,map,9,0.7563919621875208
0,5,100000,SVC,map,11,0.7516121093694184
0,5,100000,SVC,map,13,0.7474550559091853
0,5,100000,SVC,map,15,0.7443670429351559
0,5,100000,SVC,mrr,1,0.7797202797202797
0,5,100000,SVC,mrr,3,0.8726914111529496
0,5,100000,SVC,mrr,5,0.8769679038909808
0,5,100000,SVC,mrr,7,0.877134404057481
0,5,100000,SVC,mrr,9,0.877134404057481
0,5,100000,SVC,mrr,11,0.877134404057481
0,5,100000,SVC,mrr,13,0.877134404057481
0,5,100000,SVC,mrr,15,0.877134404057481
0,5,100000,recModel,map,1,0.6800215111589137
0,5,100000,recModel,map,3,0.6737324848376207
0,5,100000,recModel,map,5,0.6688912790176571
0,5,100000,recModel,map,7,0.6633260349044161
0,5,100000,recModel,map,9,0.6576997002380169
0,5,100000,recModel,map,11,0.6518808560315319
0,5,100000,recModel,map,13,0.6460151923283038
0,5,100000,recModel,map,15,0.6403200438532516
0,5,100000,recModel,mrr,1,0.6800215111589137
0,5,100000,recModel,mrr,3,0.7987362194138209
0,5,100000,recModel,mrr,5,0.8103253562785695
0,5,100000,recModel,mrr,7,0.8113112843954468
0,5,100000,recModel,mrr,9,0.811378506767052
0,5,100000,recModel,mrr,11,0.8114053957156943
0,5,100000,recModel,mrr,13,0.8114053957156943
0,5,100000,recModel,mrr,15,0.8114053957156943
