,users,positive,negative
0,3733,60.12161800160729,44.47548888293598
0,3727,60.112154547893745,44.49342634826939
0,3731,59.6700616456714,44.122755293487
0,3757,60.08650519031142,44.61006121905776
0,3719,59.56305458456574,44.165635923635385
