,round,scenario,algorithm,metric,at,value
0,1,50000,RF,mrr,13,0.8904947916666667
0,1,50000,RF,mrr,15,0.8904947916666667
0,1,50000,GNB,map,1,0.7942708333333334
0,1,50000,GNB,map,3,0.783420138888889
0,1,50000,GNB,map,5,0.7712080439814816
0,1,50000,GNB,map,7,0.7603018707482994
0,1,50000,GNB,map,9,0.7526687455219356
0,1,50000,GNB,map,11,0.7477330866431343
0,1,50000,GNB,map,13,0.7450789355497761
0,1,50000,GNB,map,15,0.7439884044412876
0,1,50000,GNB,mrr,1,0.7942708333333334
0,1,50000,GNB,mrr,3,0.8793402777777778
0,1,50000,GNB,mrr,5,0.8829861111111111
0,1,50000,GNB,mrr,7,0.8829861111111111
0,1,50000,GNB,mrr,9,0.8829861111111111
0,1,50000,GNB,mrr,11,0.8829861111111111
0,1,50000,GNB,mrr,13,0.8829861111111111
0,1,50000,GNB,mrr,15,0.8829861111111111
0,1,50000,SVC,map,1,0.8020833333333334
0,1,50000,SVC,map,3,0.7826967592592592
0,1,50000,SVC,map,5,0.7687673611111109
0,1,50000,SVC,map,7,0.7594069763321994
0,1,50000,SVC,map,9,0.7510843358128358
0,1,50000,SVC,map,11,0.7440511934297093
0,1,50000,SVC,map,13,0.73837199017962
0,1,50000,SVC,map,15,0.7346743362212632
0,1,50000,SVC,mrr,1,0.8020833333333334
0,1,50000,SVC,mrr,3,0.884548611111111
0,1,50000,SVC,mrr,5,0.8878038194444443
0,1,50000,SVC,mrr,7,0.8878038194444443
0,1,50000,SVC,mrr,9,0.8878038194444443
0,1,50000,SVC,mrr,11,0.8878038194444443
0,1,50000,SVC,mrr,13,0.8878038194444443
0,1,50000,SVC,mrr,15,0.8878038194444443
0,1,50000,recModel,map,1,0.6901041666666666
0,1,50000,recModel,map,3,0.6831597222222222
0,1,50000,recModel,map,5,0.6765104166666668
0,1,50000,recModel,map,7,0.6689678996598639
0,1,50000,recModel,map,9,0.6601054986037626
0,1,50000,recModel,map,11,0.6518265890780096
0,1,50000,recModel,map,13,0.6439742304525958
0,1,50000,recModel,map,15,0.6369866611012444
0,1,50000,recModel,mrr,1,0.6901041666666666
0,1,50000,recModel,mrr,3,0.8168402777777778
0,1,50000,recModel,mrr,5,0.8237413194444444
0,1,50000,recModel,mrr,7,0.8237413194444444
0,1,50000,recModel,mrr,9,0.8237413194444444
0,1,50000,recModel,mrr,11,0.8237413194444444
0,1,50000,recModel,mrr,13,0.8237413194444444
0,1,50000,recModel,mrr,15,0.8237413194444444
0,2,50000,KNN,map,1,0.8036253776435045
0,2,50000,KNN,map,3,0.781554212823095
0,2,50000,KNN,map,5,0.7650251762336354
0,2,50000,KNN,map,7,0.7515374971740962
0,2,50000,KNN,map,9,0.7406534360135462
0,2,50000,KNN,map,11,0.7339835457233135
0,2,50000,KNN,map,13,0.7304155259248096
0,2,50000,KNN,map,15,0.7290834661219155
0,2,50000,KNN,mrr,1,0.8036253776435045
0,2,50000,KNN,mrr,3,0.8856998992950653
0,2,50000,KNN,mrr,5,0.8878147029204432
0,2,50000,KNN,mrr,7,0.8883182275931519
0,2,50000,KNN,mrr,9,0.8883182275931519
0,2,50000,KNN,mrr,11,0.8883182275931519
0,2,50000,KNN,mrr,13,0.8883182275931519
0,2,50000,KNN,mrr,15,0.8883182275931519
0,2,50000,PER,map,1,0.7824773413897281
0,2,50000,PER,map,3,0.7841557569654246
0,2,50000,PER,map,5,0.7676888217522658
0,2,50000,PER,map,7,0.755764432661282
0,2,50000,PER,map,9,0.7470204274783652
0,2,50000,PER,map,11,0.741529320394747
0,2,50000,PER,map,13,0.7387588253992187
0,2,50000,PER,map,15,0.7375290498714451
0,2,50000,PER,mrr,1,0.7824773413897281
0,2,50000,PER,mrr,3,0.8771399798590132
0,2,50000,PER,mrr,5,0.8794058408862035
0,2,50000,PER,mrr,7,0.8799093655589124
0,2,50000,PER,mrr,9,0.8799093655589124
0,2,50000,PER,mrr,11,0.8799093655589124
0,2,50000,PER,mrr,13,0.8799093655589124
0,2,50000,PER,mrr,15,0.8799093655589124
0,2,50000,MLP,map,1,0.7813504823151125
0,2,50000,MLP,map,3,0.773490532332976
0,2,50000,MLP,map,5,0.7636039657020365
0,2,50000,MLP,map,7,0.7520933678937812
0,2,50000,MLP,map,9,0.7431304061460239
0,2,50000,MLP,map,11,0.7371458076989389
0,2,50000,MLP,map,13,0.7327821249348784
0,2,50000,MLP,map,15,0.730145198336696
0,2,50000,MLP,mrr,1,0.7813504823151125
0,2,50000,MLP,mrr,3,0.8735262593783493
0,2,50000,MLP,mrr,5,0.8759378349410503
0,2,50000,MLP,mrr,7,0.8764737406216505
0,2,50000,MLP,mrr,9,0.8764737406216505
0,2,50000,MLP,mrr,11,0.8764737406216505
0,2,50000,MLP,mrr,13,0.8764737406216505
0,2,50000,MLP,mrr,15,0.8764737406216505
0,2,50000,CART,map,1,0.7734138972809668
0,2,50000,CART,map,3,0.7541960389392414
0,2,50000,CART,map,5,0.740287848271232
0,2,50000,CART,map,7,0.7285669927588356
0,2,50000,CART,map,9,0.7198699932026071
0,2,50000,CART,map,11,0.7141553374794831
0,2,50000,CART,map,13,0.7117358393789855
0,2,50000,CART,map,15,0.7102521376618918
0,2,50000,CART,mrr,1,0.7734138972809668
0,2,50000,CART,mrr,3,0.863544813695871
0,2,50000,CART,mrr,5,0.8698892245720039
0,2,50000,CART,mrr,7,0.8708962739174219
0,2,50000,CART,mrr,9,0.8708962739174219
0,2,50000,CART,mrr,11,0.8708962739174219
0,2,50000,CART,mrr,13,0.8708962739174219
0,2,50000,CART,mrr,15,0.8708962739174219
0,2,50000,RF,map,1,0.7734138972809668
0,2,50000,RF,map,3,0.7693856998992952
0,2,50000,RF,map,5,0.7558207452165157
0,2,50000,RF,map,7,0.7444013536935418
0,2,50000,RF,map,9,0.7347113011031872
0,2,50000,RF,map,11,0.7273846646105706
0,2,50000,RF,map,13,0.7231037267558048
0,2,50000,RF,map,15,0.7212088405725483
0,2,50000,RF,mrr,1,0.7734138972809668
0,2,50000,RF,mrr,3,0.8670694864048338
0,2,50000,RF,mrr,5,0.8729607250755287
0,2,50000,RF,mrr,7,0.8734642497482377
0,2,50000,RF,mrr,9,0.8734642497482377
0,2,50000,RF,mrr,11,0.8734642497482377
0,2,50000,RF,mrr,13,0.8734642497482377
0,2,50000,RF,mrr,15,0.8734642497482377
0,2,50000,GNB,map,1,0.7673716012084593
0,2,50000,GNB,map,3,0.75973481033904
0,2,50000,GNB,map,5,0.7492547834843907
0,2,50000,GNB,map,7,0.7398334258174568
0,2,50000,GNB,map,9,0.733313278455614
0,2,50000,GNB,map,11,0.7287224527460481
0,2,50000,GNB,map,13,0.726358771185506
0,2,50000,GNB,map,15,0.7250816284826967
0,2,50000,GNB,mrr,1,0.7673716012084593
0,2,50000,GNB,mrr,3,0.8610271903323263
0,2,50000,GNB,mrr,5,0.8676737160120845
0,2,50000,GNB,mrr,7,0.8681772406847936
0,2,50000,GNB,mrr,9,0.8681772406847936
0,2,50000,GNB,mrr,11,0.8681772406847936
0,2,50000,GNB,mrr,13,0.8681772406847936
0,2,50000,GNB,mrr,15,0.8681772406847936
0,2,50000,SVC,map,1,0.7794561933534743
0,2,50000,SVC,map,3,0.7770224907687143
0,2,50000,SVC,map,5,0.765104900973481
0,2,50000,SVC,map,7,0.7543737968500592
0,2,50000,SVC,map,9,0.7459274107147615
0,2,50000,SVC,map,11,0.7384560900877144
0,2,50000,SVC,map,13,0.7329995470890496
0,2,50000,SVC,map,15,0.7289837587970088
0,2,50000,SVC,mrr,1,0.7794561933534743
0,2,50000,SVC,mrr,3,0.8716012084592145
0,2,50000,SVC,mrr,5,0.8759818731117824
0,2,50000,SVC,mrr,7,0.8764853977844914
0,2,50000,SVC,mrr,9,0.8764853977844914
0,2,50000,SVC,mrr,11,0.8764853977844914
0,2,50000,SVC,mrr,13,0.8764853977844914
0,2,50000,SVC,mrr,15,0.8764853977844914
0,2,50000,recModel,map,1,0.7039274924471299
0,2,50000,recModel,map,3,0.6910036925142665
0,2,50000,recModel,map,5,0.6801611278952668
0,2,50000,recModel,map,7,0.6693384302361428
0,2,50000,recModel,map,9,0.6600868779871801
0,2,50000,recModel,map,11,0.6514640559477143
0,2,50000,recModel,map,13,0.6436326145773044
0,2,50000,recModel,map,15,0.6366688145691166
0,2,50000,recModel,mrr,1,0.7039274924471299
0,2,50000,recModel,mrr,3,0.8177240684793555
0,2,50000,recModel,mrr,5,0.8246727089627393
0,2,50000,recModel,mrr,7,0.8261113508847647
0,2,50000,recModel,mrr,9,0.8261113508847647
0,2,50000,recModel,mrr,11,0.8261113508847647
0,2,50000,recModel,mrr,13,0.8261113508847647
0,2,50000,recModel,mrr,15,0.8261113508847647
0,3,50000,KNN,map,1,0.7846153846153846
0,3,50000,KNN,map,3,0.777065527065527
0,3,50000,KNN,map,5,0.7649209401709401
0,3,50000,KNN,map,7,0.7546175795104366
0,3,50000,KNN,map,9,0.7433350558171988
0,3,50000,KNN,map,11,0.734889708796094
0,3,50000,KNN,map,13,0.7305485832314165
0,3,50000,KNN,map,15,0.7285410638652748
0,3,50000,KNN,mrr,1,0.7846153846153846
0,3,50000,KNN,mrr,3,0.8786324786324785
0,3,50000,KNN,mrr,5,0.8805555555555554
0,3,50000,KNN,mrr,7,0.8805555555555554
0,3,50000,KNN,mrr,9,0.8805555555555554
0,3,50000,KNN,mrr,11,0.8805555555555554
0,3,50000,KNN,mrr,13,0.8805555555555554
0,3,50000,KNN,mrr,15,0.8805555555555554
0,3,50000,PER,map,1,0.7846153846153846
0,3,50000,PER,map,3,0.767948717948718
0,3,50000,PER,map,5,0.7627478632478631
0,3,50000,PER,map,7,0.7528664457235885
0,3,50000,PER,map,9,0.7440419521322298
0,3,50000,PER,map,11,0.7385670913215105
0,3,50000,PER,map,13,0.7362577009438263
0,3,50000,PER,map,15,0.7348165730017122
0,3,50000,PER,mrr,1,0.7846153846153846
0,3,50000,PER,mrr,3,0.8747863247863247
0,3,50000,PER,mrr,5,0.8783760683760682
0,3,50000,PER,mrr,7,0.8783760683760682
0,3,50000,PER,mrr,9,0.8783760683760682
0,3,50000,PER,mrr,11,0.8783760683760682
0,3,50000,PER,mrr,13,0.8783760683760682
0,3,50000,PER,mrr,15,0.8783760683760682
0,3,50000,MLP,map,1,0.7890410958904109
0,3,50000,MLP,map,3,0.7690258751902588
0,3,50000,MLP,map,5,0.7588424657534245
0,3,50000,MLP,map,7,0.7493730779983226
0,3,50000,MLP,map,9,0.7402755775064973
0,3,50000,MLP,map,11,0.7332082709833999
0,3,50000,MLP,map,13,0.7284648563599682
0,3,50000,MLP,map,15,0.7256541575249579
0,3,50000,MLP,mrr,1,0.7890410958904109
0,3,50000,MLP,mrr,3,0.876255707762557
0,3,50000,MLP,mrr,5,0.879406392694064
0,3,50000,MLP,mrr,7,0.8797977821265492
0,3,50000,MLP,mrr,9,0.8797977821265492
0,3,50000,MLP,mrr,11,0.8797977821265492
0,3,50000,MLP,mrr,13,0.8797977821265492
0,3,50000,MLP,mrr,15,0.8797977821265492
0,3,50000,CART,map,1,0.7589743589743589
0,3,50000,CART,map,3,0.7434472934472934
0,3,50000,CART,map,5,0.7335185185185185
0,3,50000,CART,map,7,0.7215918948776092
0,3,50000,CART,map,9,0.7110926067245513
0,3,50000,CART,map,11,0.7046579099211674
0,3,50000,CART,map,13,0.7009111199206793
0,3,50000,CART,map,15,0.6993064625480592
0,3,50000,CART,mrr,1,0.7589743589743589
0,3,50000,CART,mrr,3,0.8576923076923076
0,3,50000,CART,mrr,5,0.8621794871794872
0,3,50000,CART,mrr,7,0.8626068376068375
0,3,50000,CART,mrr,9,0.8626068376068375
0,3,50000,CART,mrr,11,0.8626068376068375
0,3,50000,CART,mrr,13,0.8626068376068375
0,3,50000,CART,mrr,15,0.8626068376068375
0,3,50000,RF,map,1,0.7794871794871795
0,3,50000,RF,map,3,0.7571225071225073
0,3,50000,RF,map,5,0.7474252136752135
0,3,50000,RF,map,7,0.7367258997616141
0,3,50000,RF,map,9,0.7271136100451576
0,3,50000,RF,map,11,0.7197708856165748
0,3,50000,RF,map,13,0.7154134798739036
0,3,50000,RF,map,15,0.7129926445781035
0,3,50000,RF,mrr,1,0.7794871794871795
0,3,50000,RF,mrr,3,0.8717948717948718
0,3,50000,RF,mrr,5,0.8735897435897437
0,3,50000,RF,mrr,7,0.8735897435897437
0,3,50000,RF,mrr,9,0.8735897435897437
0,3,50000,RF,mrr,11,0.8735897435897437
0,3,50000,RF,mrr,13,0.8735897435897437
0,3,50000,RF,mrr,15,0.8735897435897437
0,3,50000,GNB,map,1,0.7717948717948718
0,3,50000,GNB,map,3,0.7617521367521368
0,3,50000,GNB,map,5,0.7527179487179487
0,3,50000,GNB,map,7,0.7450308448165591
0,3,50000,GNB,map,9,0.739977684426097
0,3,50000,GNB,map,11,0.7363585635544511
0,3,50000,GNB,map,13,0.7346973454533907
0,3,50000,GNB,map,15,0.7342440405947604
0,3,50000,GNB,mrr,1,0.7717948717948718
0,3,50000,GNB,mrr,3,0.8722222222222221
0,3,50000,GNB,mrr,5,0.8735042735042734
0,3,50000,GNB,mrr,7,0.8735042735042734
0,3,50000,GNB,mrr,9,0.8735042735042734
0,3,50000,GNB,mrr,11,0.8735042735042734
0,3,50000,GNB,mrr,13,0.8735042735042734
0,3,50000,GNB,mrr,15,0.8735042735042734
0,3,50000,SVC,map,1,0.7846153846153846
0,3,50000,SVC,map,3,0.7665242165242165
0,3,50000,SVC,map,5,0.7543774928774928
0,3,50000,SVC,map,7,0.7445775626489911
0,3,50000,SVC,map,9,0.7356799200211899
0,3,50000,SVC,map,11,0.7284581621681189
0,3,50000,SVC,map,13,0.7227135945988696
0,3,50000,SVC,map,15,0.7187935312761576
0,3,50000,SVC,mrr,1,0.7846153846153846
0,3,50000,SVC,mrr,3,0.8735042735042734
0,3,50000,SVC,mrr,5,0.8772222222222222
0,3,50000,SVC,mrr,7,0.8772222222222222
0,3,50000,SVC,mrr,9,0.8772222222222222
0,3,50000,SVC,mrr,11,0.8772222222222222
0,3,50000,SVC,mrr,13,0.8772222222222222
0,3,50000,SVC,mrr,15,0.8772222222222222
0,3,50000,recModel,map,1,0.6974358974358974
0,3,50000,recModel,map,3,0.6745014245014245
0,3,50000,recModel,map,5,0.665136752136752
0,3,50000,recModel,map,7,0.6553785103785104
0,3,50000,recModel,map,9,0.6468233618233619
0,3,50000,recModel,map,11,0.6394734053824962
0,3,50000,recModel,map,13,0.6323296690160595
0,3,50000,recModel,map,15,0.6264708169323553
0,3,50000,recModel,mrr,1,0.6974358974358974
0,3,50000,recModel,mrr,3,0.8128205128205128
0,3,50000,recModel,mrr,5,0.8198717948717948
0,3,50000,recModel,mrr,7,0.8206654456654456
0,3,50000,recModel,mrr,9,0.8206654456654456
0,3,50000,recModel,mrr,11,0.8206654456654456
0,3,50000,recModel,mrr,13,0.8206654456654456
0,3,50000,recModel,mrr,15,0.8206654456654456
0,4,50000,KNN,map,1,0.7762430939226519
0,4,50000,KNN,map,3,0.7682627378759975
0,4,50000,KNN,map,5,0.7616137200736648
0,4,50000,KNN,map,7,0.752498606256499
0,4,50000,KNN,map,9,0.7430837797314548
0,4,50000,KNN,map,11,0.7361638059750923
0,4,50000,KNN,map,13,0.7323589237641375
0,4,50000,KNN,map,15,0.7312589319913725
0,4,50000,KNN,mrr,1,0.7762430939226519
0,4,50000,KNN,mrr,3,0.8664825046040514
0,4,50000,KNN,mrr,5,0.8718692449355433
0,4,50000,KNN,mrr,7,0.8718692449355433
0,4,50000,KNN,mrr,9,0.8718692449355433
0,4,50000,KNN,mrr,11,0.8718692449355433
0,4,50000,KNN,mrr,13,0.8718692449355433
0,4,50000,KNN,mrr,15,0.8718692449355433
0,4,50000,PER,map,1,0.7596685082872928
0,4,50000,PER,map,3,0.7566758747697974
0,4,50000,PER,map,5,0.7522229895641498
0,4,50000,PER,map,7,0.7465621672241639
0,4,50000,PER,map,9,0.7401805315434953
0,4,50000,PER,map,11,0.7352230764910292
0,4,50000,PER,map,13,0.733076205421144
0,4,50000,PER,map,15,0.7320946655288673
0,4,50000,PER,mrr,1,0.7596685082872928
0,4,50000,PER,mrr,3,0.8572744014732965
0,4,50000,PER,mrr,5,0.86390423572744
0,4,50000,PER,mrr,7,0.8643646408839778
0,4,50000,PER,mrr,9,0.8643646408839778
0,4,50000,PER,mrr,11,0.8643646408839778
0,4,50000,PER,mrr,13,0.8643646408839778
0,4,50000,PER,mrr,15,0.8643646408839778
0,4,50000,MLP,map,1,0.7755102040816326
0,4,50000,MLP,map,3,0.7661159701976028
0,4,50000,MLP,map,5,0.7602137998056364
0,4,50000,MLP,map,7,0.7520530797352957
0,4,50000,MLP,map,9,0.7445777098497319
0,4,50000,MLP,map,11,0.7386862647613613
0,4,50000,MLP,map,13,0.7343929393129155
0,4,50000,MLP,map,15,0.7323287367741511
0,4,50000,MLP,mrr,1,0.7755102040816326
0,4,50000,MLP,mrr,3,0.8688046647230321
0,4,50000,MLP,mrr,5,0.8724489795918368
0,4,50000,MLP,mrr,7,0.8729348882410106
0,4,50000,MLP,mrr,9,0.8729348882410106
0,4,50000,MLP,mrr,11,0.8729348882410106
0,4,50000,MLP,mrr,13,0.8729348882410106
0,4,50000,MLP,mrr,15,0.8729348882410106
0,4,50000,CART,map,1,0.7596685082872928
0,4,50000,CART,map,3,0.744475138121547
0,4,50000,CART,map,5,0.7343531307550644
0,4,50000,CART,map,7,0.7219713014119091
0,4,50000,CART,map,9,0.7122812279454445
0,4,50000,CART,map,11,0.7061081029635133
0,4,50000,CART,map,13,0.7029508515793852
0,4,50000,CART,map,15,0.7016059458442634
0,4,50000,CART,mrr,1,0.7596685082872928
0,4,50000,CART,mrr,3,0.8609576427255984
0,4,50000,CART,mrr,5,0.8634438305709022
0,4,50000,CART,mrr,7,0.8647592738752958
0,4,50000,CART,mrr,9,0.8647592738752958
0,4,50000,CART,mrr,11,0.8647592738752958
0,4,50000,CART,mrr,13,0.8647592738752958
0,4,50000,CART,mrr,15,0.8647592738752958
0,4,50000,RF,map,1,0.7734806629834254
0,4,50000,RF,map,3,0.7595150399017803
0,4,50000,RF,map,5,0.7522836095764273
0,4,50000,RF,map,7,0.7398156813369914
0,4,50000,RF,map,9,0.7303588250063683
0,4,50000,RF,map,11,0.7235945217045211
0,4,50000,RF,map,13,0.7195805267434036
0,4,50000,RF,map,15,0.7176145886464624
0,4,50000,RF,mrr,1,0.7734806629834254
0,4,50000,RF,mrr,3,0.8687845303867403
0,4,50000,RF,mrr,5,0.8722375690607734
0,4,50000,RF,mrr,7,0.8722375690607734
0,4,50000,RF,mrr,9,0.8725445058317985
0,4,50000,RF,mrr,11,0.8725445058317985
0,4,50000,RF,mrr,13,0.8725445058317985
0,4,50000,RF,mrr,15,0.8725445058317985
0,4,50000,GNB,map,1,0.7596685082872928
0,4,50000,GNB,map,3,0.7704112952731738
0,4,50000,GNB,map,5,0.7630141190914671
0,4,50000,GNB,map,7,0.7527847934754012
0,4,50000,GNB,map,9,0.7434906754035766
0,4,50000,GNB,map,11,0.7391181826276432
0,4,50000,GNB,map,13,0.7369357683802396
0,4,50000,GNB,map,15,0.7360546661958619
0,4,50000,GNB,mrr,1,0.7596685082872928
0,4,50000,GNB,mrr,3,0.8674033149171271
0,4,50000,GNB,mrr,5,0.8693370165745854
0,4,50000,GNB,mrr,7,0.8697316495659035
0,4,50000,GNB,mrr,9,0.8697316495659035
0,4,50000,GNB,mrr,11,0.8697316495659035
0,4,50000,GNB,mrr,13,0.8697316495659035
0,4,50000,GNB,mrr,15,0.8697316495659035
0,4,50000,SVC,map,1,0.7790055248618785
0,4,50000,SVC,map,3,0.7641190914671577
0,4,50000,SVC,map,5,0.7606875383670963
0,4,50000,SVC,map,7,0.7551755177209005
0,4,50000,SVC,map,9,0.7484645731630076
0,4,50000,SVC,map,11,0.7418456512096642
0,4,50000,SVC,map,13,0.7366538375796384
0,4,50000,SVC,map,15,0.7338645234886424
0,4,50000,SVC,mrr,1,0.7790055248618785
0,4,50000,SVC,mrr,3,0.8683241252302025
0,4,50000,SVC,mrr,5,0.8728821362799264
0,4,50000,SVC,mrr,7,0.8728821362799264
0,4,50000,SVC,mrr,9,0.8728821362799264
0,4,50000,SVC,mrr,11,0.8728821362799264
0,4,50000,SVC,mrr,13,0.8728821362799264
0,4,50000,SVC,mrr,15,0.8728821362799264
0,4,50000,recModel,map,1,0.6988950276243094
0,4,50000,recModel,map,3,0.6841620626151012
0,4,50000,recModel,map,5,0.6779005524861877
0,4,50000,recModel,map,7,0.6690250685909723
0,4,50000,recModel,map,9,0.6600005359213462
0,4,50000,recModel,map,11,0.6518606275135658
0,4,50000,recModel,map,13,0.6441771101354611
0,4,50000,recModel,map,15,0.6371660710887228
0,4,50000,recModel,mrr,1,0.6988950276243094
0,4,50000,recModel,mrr,3,0.8199815837937384
0,4,50000,recModel,mrr,5,0.8260589318600368
0,4,50000,recModel,mrr,7,0.8269139700078927
0,4,50000,recModel,mrr,9,0.8269139700078927
0,4,50000,recModel,mrr,11,0.8269139700078927
0,4,50000,recModel,mrr,13,0.8269139700078927
0,4,50000,recModel,mrr,15,0.8269139700078927
0,5,50000,KNN,map,1,0.8258426966292135
0,5,50000,KNN,map,3,0.7985330836454432
0,5,50000,KNN,map,5,0.7803105493133583
0,5,50000,KNN,map,7,0.7678349129914137
0,5,50000,KNN,map,9,0.7565253604302729
0,5,50000,KNN,map,11,0.7485193230922216
0,5,50000,KNN,map,13,0.7445268706051807
0,5,50000,KNN,map,15,0.7428793890219044
0,5,50000,KNN,mrr,1,0.8258426966292135
0,5,50000,KNN,mrr,3,0.901685393258427
0,5,50000,KNN,mrr,5,0.9042134831460673
0,5,50000,KNN,mrr,7,0.9042134831460673
0,5,50000,KNN,mrr,9,0.9042134831460673
0,5,50000,KNN,mrr,11,0.9042134831460673
0,5,50000,KNN,mrr,13,0.9042134831460673
0,5,50000,KNN,mrr,15,0.9042134831460673
0,5,50000,PER,map,1,0.8422535211267606
0,5,50000,PER,map,3,0.8159624413145539
0,5,50000,PER,map,5,0.7947769953051644
0,5,50000,PER,map,7,0.7795442336559035
0,5,50000,PER,map,9,0.7681301761184389
0,5,50000,PER,map,11,0.7613309934086716
0,5,50000,PER,map,13,0.7578507166768929
0,5,50000,PER,map,15,0.7564947512180796
0,5,50000,PER,mrr,1,0.8422535211267606
0,5,50000,PER,mrr,3,0.9131455399061031
0,5,50000,PER,mrr,5,0.9149765258215963
0,5,50000,PER,mrr,7,0.9149765258215963
0,5,50000,PER,mrr,9,0.9149765258215963
0,5,50000,PER,mrr,11,0.9149765258215963
0,5,50000,PER,mrr,13,0.9149765258215963
0,5,50000,PER,mrr,15,0.9149765258215963
0,5,50000,CART,map,1,0.8089887640449438
0,5,50000,CART,map,3,0.7777777777777779
0,5,50000,CART,map,5,0.7579736267166041
0,5,50000,CART,map,7,0.7419536962725165
0,5,50000,CART,map,9,0.7314872870964866
0,5,50000,CART,map,11,0.7239908752544415
0,5,50000,CART,map,13,0.7203275986818237
0,5,50000,CART,map,15,0.7188927656771208
0,5,50000,CART,mrr,1,0.8089887640449438
0,5,50000,CART,mrr,3,0.8909176029962546
0,5,50000,CART,mrr,5,0.8937265917602996
0,5,50000,CART,mrr,7,0.8941947565543072
0,5,50000,CART,mrr,9,0.8941947565543072
0,5,50000,CART,mrr,11,0.8941947565543072
0,5,50000,CART,mrr,13,0.8941947565543072
0,5,50000,CART,mrr,15,0.8941947565543072
0,5,50000,RF,map,1,0.8117977528089888
0,5,50000,RF,map,3,0.7819132334581773
0,5,50000,RF,map,5,0.7652715355805243
0,5,50000,RF,map,7,0.7535699317180055
0,5,50000,RF,map,9,0.743198159595715
0,5,50000,RF,map,11,0.736122458685319
0,5,50000,RF,map,13,0.7315703353725145
0,5,50000,RF,map,15,0.728830148943061
0,5,50000,RF,mrr,1,0.8117977528089888
0,5,50000,RF,mrr,3,0.8909176029962546
